STATE,FACILITY ID,FACILITY NAME,FACILITY ADDRESS,FACILITY STATUS,FACILITY CATEGORY,NO. OF STALLS,MONTHLY INVENTORY,PARKWHIZ,# of stall,WAY.COM,# of stall,NEIGHBOR,# of stall,SPACER,# of stall,GPS COORDINATES,FACILITY NOTES,REVENUE CATEGORY,LANDLORD,"FACILITY LOCATION
FOR WINTER SEASON",REMARKS LAST WINTER 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,872 Mass Ave. - Spot #41 (ARCHIVED),"872 Massachusetts Avenue, Cambridge, MA 02139",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,Beth Fishman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,41437,"872 Mass Ave. - Spots #25, 29, 30, 31 or 41 Only","872 Massachusetts Avenue, Cambridge, MA 02139",IN OPERATION,Daily&Monthly,5,4,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.367796, -71.107494",,FIXED,Beth Fishman,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,103739,"872 Mass Ave. - Spots #6, 18 or 21 Only","872 Massachusetts Avenue, Cambridge, MA, 02139",IN OPERATION,Daily&Monthly,3,2,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.36744,-71.107803",,FIXED,Beth Fishman,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,85306,"876 E 4th St. - Garage Spots #2, 3, 4 or 5 Only","876 East 4th Street, Boston, MA, 02127",IN OPERATION,Daily Only,4,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.334895,-71.0285166",,FIXED,Parking Boston Inc. - Jasmine Taylor,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,89449,877 Beacon St. - Spot #1 or #2 Only,"877 Beacon St, Boston, MA 02215",IN OPERATION,Events and Daily ONLY,2,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.346389,-71.104417",,FIXED,Parking Boston Inc. -Jasmine,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,100965,88 E Brookline St. - Left or Right Whole Tandem Row,"88 East Brookline Street Boston, MA, 02118",IN OPERATION,Events and Daily ONLY,2,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.337694,-71.0695",,FIXED,Eleven Eleven Companies -Scott Sherman,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,120814,88 N Washington St. - Lot,"88 North Washington Street, Boston, MA, 02114",IN OPERATION,Daily Monthly & Event,5,1,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.365281,-71.058665",,FIXED,88 NOWA LLC - Brent Berc,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,880 Huntington Ave. - Lot (ARCHIVED),"880 Huntington Avenue, Boston, MA 02115",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,121099,882 Huntington Ave. - Spot #3 Only,"882 Huntington Avenue, Boston, MA 02115",IN OPERATION,Daily Only,1,1,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42°19'55.4""N 71°06'39.9""W",,FIXED,Groma Property Management ,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,49123,89 Cedar St - Personal Spots #1 or 2,"89 Cedar Street, Boston, MA 02119",IN OPERATION,Daily&Monthly,2,1,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.3269235,-71.0922782",,FIXED,"Boston Management Group
Alp Kantar; Puspa Jelita",Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,86002,"89 Hillside St. - Spot #1, 2 or 3 Only","89 Hillside Street, Boston, MA, 02120",IN OPERATION,Daily Monthly & Event,3,2,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.3306505,-71.103595",,FIXED,Parking Boston Inc. - Jasmine Taylor,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,144628,89 Sciarappa St. - Driveway Spot Only,"89 Sciarappa Street Cambridge, MA 02141",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42°22'09.7""N 71°04'55.2""W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,131987,"891 E 1st St. - Spots #1, 2, 3, 4, 5, 6, 7 or #8 Only","891 E 1st St, Boston, MA 02127, USA",IN OPERATION,Daily&Monthly,8,7,Listed,0,Not Listed,,Not Listed,,Not Listed,,"42°20'17.6""N 71°01'38.9""W",,,The McCourt Construction Company Inc- Regina Curran,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,70836,"9 Chester St - Spots #41, 42, 43, 44 or #45 Only","15 Chester Street, Somerville, MA, 02144",IN OPERATION,Daily Monthly & Event,5,4,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.3940062,-71.12481389999999",,FIXED,Parking Boston Inc. - Jasmine Taylor,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,9 Commonwealth Ct. - Spot #51(ARCHIVED),"9 Commonwealth Court Boston, MA, 02135",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,Parking Boston Inc- Jasmine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,34702,9 Francis St - Full Size SUV,"9 Francis Street, Brookline, MA 02446",IN OPERATION,Events and Daily ONLY,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.3387415,-71.1132177",,FIXED,Chi,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,24447,9 Francis St. - Parallel Spots 2 or 3,"9 Francis Street, Brookline, MA 02446",IN OPERATION,Events and Daily ONLY,2,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.3387415,-71.1132177",,FIXED,Chi,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,106741,"9 Sunset St. - Spot #3, 4, 5, 6 Only","9 Sunset St, Boston, MA 02120, USA",IN OPERATION,Daily&Monthly,4,3,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.331457,-71.10875",,FIXED,Parking Boston Inc- Jasmine,Plain(Flat) Access,Vehicle stuck - slippery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,134097,90 Gardner St. - Lot,"90 Gardner Street Boston, MA, 02134",IN OPERATION,Daily&Monthly,15,14,Listed,0,Listed,0,Listed,1,Not Listed,,"42°21'13.4""N 71°07'29.7""W",,FOR VERIFICATION,"The Hamilton Company, Inc. / Ashanti Smith ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,69384,90 Hamilton St. - Lot,"90 Hamilton Street Cambridge, MA, 02139",IN OPERATION,Daily&Monthly,17,14,Listed,5,Listed,2,Listed,1,Listed,1,"42.3582689,-71.1064914",,FIXED,Chi,Plain(Flat) Access,Landlord request to include driveway and side walk / whole lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WASHINGTON DC,88927,900 24th St. NW - Carport Spot U,"900 24th Street Northwest, Washington, DC, 20037",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"38.901389,-77.052389",,FIXED,Edward Peck and Ann Peck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV,120336,900 Stewart Ave. - Lot,"900 Stewart Ave, Las Vegas, NV 89101, USA",PERMANENTLY CLOSED,Daily&Monthly,66,55,Listed,20,Listed,15,Listed,1,Not Listed,,"36.169146,-115.134533",Gate keypadcode: 1265,70/30,Martha Hernandez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,900 W Fullerton Ave. - Spot #1 (ARCHIVED),"900 West Fullerton Avenue Chicago, IL, 60614",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,86413,900 W Fullerton Ave. - Spot #41 Only,"900 W Fullerton Ave. Chicago, IL 60614",IN OPERATION,Events and Daily ONLY,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41.92575,-87.65125",,FIXED,Max Heneghan,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,900 W Fullerton Ave. - Spot #51 (ARCHIVED),"900 West Fullerton Avenue, Chicago, IL, 60614",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,70/30,Ryan Minchey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,134726,901 Cedarland Blvd. - Right Spot Only,"901 Cedarland Boulevard, Arlington, TX, 76011",IN OPERATION,Event Only,1,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"32°45'07.9""N 97°05'48.5""W",,,Kensley Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,134737,901 Cedarland Blvd. - Left Spot Only,"901 Cedarland Boulevard, Arlington, TX, 76011",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"32°45'07.9""N 97°05'48.5""W",,,Kensley Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,70308,902 W Roscoe St. - Right Spot Only,"902 West Roscoe Street Chicago, IL, 60657",IN OPERATION,Events and Daily ONLY,1,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41.943944,-87.652056",,FIXED,Isabel Ceniza,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,85423,"905 S Laflin St. - Spot #1, 2 or 3 Only","905 South Laflin Street Chicago, IL, 60607",IN OPERATION,Events and Daily ONLY,3,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41.8703613,-87.6635122",,FIXED,Rinkesh Patel- Grey Leaf LLC,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON ,91329,907 College St. - Spot #9 or #10 Only,"907 College St, Toronto, ON M6H 1A1, Canada",IN OPERATION,Daily&Monthly,2,2,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"43.653649,-79.425262",,FIXED,Susan QH Tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,101955,908 W Addison St. - Spot #1 or #2,"908 W Addison St, Chicago, IL 60613, USA",IN OPERATION,Events and Daily ONLY,2,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41.947694,-87.652417",#8150 garage code,70/30,CJT 853 LLC - Citytek LLC,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,92550,9-11 Leverett St. (65 Cameron St.) - Spot #7 Only,"65 Cameron Street, Brookline, MA 02445",IN OPERATION,Daily&Monthly,1,1,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.331251,-71.122672",,FIXED,Parking Boston Inc. - Jasmine Taylor,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,52093,9-11 Leverette St. (65 Cameron St.) - Spot #1 or #5 Only,"65 Cameron Street, Brookline, MA 02445",IN OPERATION,Daily&Monthly,2,1,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.33114,-71.122423",,FIXED,Parking Boston Inc - Jasmine Taylor,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PA,71859,"911 Manning St. (931 Spruce St.) - Spots A, B or C Only","931 Spruce Street, Philadelphia, PA, 19107",IN OPERATION,Daily Only,3,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"39°56'46.9""N 75°09'26.8""W",,FIXED,"Centra Associates, LP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,103473,911 S Miller St. - Spot #2 Only,"911 South Miller Street, Chicago, IL, 60607",IN OPERATION,Events and Daily ONLY,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41.870028,-87.651833",,FIXED,Campbell Street Assest Manager,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,77502,911 S Miller St. - Whole Tandem Row - Spot #1,"911 South Miller Street, Chicago, IL, 60607",IN OPERATION,Daily Only,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41.869601, -87.651716",,FIXED,Campbell Street Assest management- Lea Domingo,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,75489,912 Beacon St. - Spot #2 or #3 Only,"912 Beacon Street Boston, MA, 02215",IN OPERATION,Events and Daily ONLY,2,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.346889,-71.106407",,FIXED,"KMG 912 Beacon Street, LLC - Daniel Karp",Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,128322,914 Beacon St. - Spot #3 or #4 Only,"914 Beacon Street, Boston, MA 02215",IN OPERATION,Events and Daily ONLY,2,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42°20'48.7""N 71°06'22.7""W",,FIXED,Derek Waite,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,915 W Addison St. - Lot (Archived),"915 West Addison Street Chicago, IL, 60613",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,919 Beacon St. - Left Spot Only (ARCHIVED),"919 Beacon St, Boston, MA 02215",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,Carl Nist-Lund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,94597,919 W Leland Ave. - Driveway Spot," 919 W Leland Ave A, Chicago, IL 60640  ",IN OPERATION,Events and Daily ONLY,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41.967215, -87.653173",,70/30,Michael Spreng,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,128758,919 W Sheridan Rd. - Garage Spot #1 or #2 Only,"919 West Sheridan Road Chicago, IL, 60613",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41°57'08.0""N 87°39'10.4""W",Garage Code 2580,FIXED,Lea Domingo - Base 3 Management,Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,919 W Newport Ave. - Spot #2 (ARCHIVED),"919 West Newport Avenue, Chicago, IL 60657",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,144632,920 S Bishop St. - Left Spot Only,"920 South Bishop Street Chicago, IL 60607",IN OPERATION,Events and Daily ONLY,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"41°52'11.8""N 87°39'48.5""W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,20984,922 Beacon St. - Spot #1 Only,"922 Beacon Street, Boston, MA 02215",IN OPERATION,Events and Daily ONLY,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.346722,-71.106694",,FIXED,Jake Kagan (same landlord as 869 beacon),Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,922 W Roscoe St.- Middle Spot (ARCHVIED),"922 West Roscoe Street Chicago, IL, 60657",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,Kara Stoeber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,98367,923 Beacon St (124 St Mary's St.) - Garage,"923 Beacon street, Boston MA 02215",IN OPERATION,Events and Daily ONLY,1,N/A,Not Listed,,Not Listed,,Not Listed,,Not Listed,,"42.345778,-71.106556",,FIXED,"Premium Realty, Inc- Patel",Plain(Flat) Access,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,924 W Newport Ave. - Lot Copy (ARCHIVED),"924 West Newport Avenue Chicago, IL, 60657",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,,924 W Newport Ave. - Spot #5 (ARCHIVED),"924 West Newport Avenue Chicago, IL, 60657",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,,93 Williston Rd. - Outdoor Spot (ARCHIVED),"93 Williston Road Brookline, MA, 02445",PERMANENTLY CLOSED,PERMANENTLY CLOSED,0,0,Not Listed,,Not Listed,,Not Listed,,Not Listed,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
